rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,lastfm_tags,album,release_date,days_since_release
37,spotify:track:6RSG1dKPV5gEvILwJb4QtS,Taylor Swift,loml,Taylor Swift,12,32,9,2724492,pop; singer-songwriter; sad; piano; ballad,THE TORTURED POETS DEPARTMENT,,
41,spotify:track:3fO566xJgwxIa3qGCGBvIC,Taylor Swift,Fresh Out The Slammer,Taylor Swift,10,35,9,2650144,pop; singer-songwriter; colleen hoover; love at first listen; best of 2024,THE TORTURED POETS DEPARTMENT,,
43,spotify:track:1dhMTsEZz6ZEquGvmzVoHn,Taylor Swift,The Alchemy,Taylor Swift,15,33,9,2612744,chatgpt; pop; best of 2024; singer-songwriter; colleen hoover,THE TORTURED POETS DEPARTMENT,,
47,spotify:track:2h3MDMf8sd9s4XIzpTBIjX,Taylor Swift,I Can Fix Him (No Really I Can),Taylor Swift,13,40,9,2363608,singer-songwriter; pop; sexy; love at first listen; soty,THE TORTURED POETS DEPARTMENT,,
54,spotify:track:7Mts0OfPorF4iwOomvfqn1,Taylor Swift,So High School,Taylor Swift,25,47,9,2194279,pop; rock; pop rock; singer-songwriter; indie rock,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
55,spotify:track:1kcwpPDQnqEqmezzXdJTCP,Taylor Swift,imgonnagetyouback,Taylor Swift,21,46,9,2188342,pop; singer-songwriter; female vocalists; synthpop; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
57,spotify:track:1UlhrRvYzbHEyugEDspXUB,Taylor Swift,Clara Bow,Taylor Swift,16,48,9,2118644,pop; singer-songwriter; chatgpt; colleen hoover; taylor swift,THE TORTURED POETS DEPARTMENT,,
61,spotify:track:62E2nR0od0M5HYxuYLaDz7,Taylor Swift,The Black Dog,Taylor Swift,20,50,9,2054859,pop; soty; best of 2024; singer-songwriter; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
66,spotify:track:18WFFUIsewmA8g31KAeo3e,Taylor Swift,The Prophecy,Taylor Swift,32,52,9,1987141,singer-songwriter; folk; pop; ai; not poetic,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
99,spotify:track:5Bedn0svl0ZD7RGmJkmKKw,Taylor Swift,How Did It End?,Taylor Swift,29,69,9,1717669,folk; ballad; singer-songwriter; piano; pop,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
102,spotify:track:7ogK4lJDVDMU6A6vYR5rvD,Taylor Swift,thanK you aIMee,Taylor Swift,22,71,9,1706934,female vocalist; folk; singer-songwriter; pop; country,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
103,spotify:track:4EF6IyONolQy0bIQXm2EmX,Taylor Swift,The Albatross,Taylor Swift,26,68,9,1700699,singer-songwriter; folk; pop; best of 2024; ai,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
118,spotify:track:3hlGuz3loYoLfI3bpwieWq,Taylor Swift,I Hate It Here,Taylor Swift,31,80,9,1602296,folk; pop; singer-songwriter; poetic; poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
130,spotify:track:1rmEsOezwf2lmIZTMAO5Ag,Taylor Swift,Chloe or Sam or Sophia or Marcus,Taylor Swift,28,89,9,1542388,pop; singer-songwriter; folk pop; folk; female vocalists,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
150,spotify:track:1Zai5UJ2di3qEuR2HeT2s8,Taylor Swift,I Look in People's Windows,Taylor Swift,33,100,9,1480617,pop; folk; ai; singer-songwriter; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
154,spotify:track:3zMDGj4D8ogaYgAIZPeU7S,Taylor Swift,Peter,Taylor Swift,36,106,9,1454787,ballad; folk; pop; peter pan; love at first listen,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
171,spotify:track:2913xXOVAIDAqxzV2g4VcU,Taylor Swift,The Bolter,Taylor Swift,39,114,9,1389294,best of 2024; pop; country; folk; singer-songwriter,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
188,spotify:track:0g4fMVo4JjwnIpTfFfLdxS,Taylor Swift,Cassandra,Taylor Swift,35,127,9,1318803,pop; folk; singer-songwriter; female vocalists; not poetry,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,,
